TransactionID,AnomalyScore
1,0.686699464
2,0.081748871
3,0.02385683
4,0.876994348
5,0.034058773
6,0.121172899
7,0.109891676
8,0.780534207
9,0.010470905
10,0.02937627
11,0.083455395
12,0.451734945
13,0.44480312
14,0.997339633
15,0.8279264
16,0.45594737
17,0.078616969
18,0.532820295
19,0.252012286
20,0.279158608
21,0.675940712
22,0.124228478
23,0.19532639
24,0.617289802
25,0.244353038
26,0.48707029
27,0.422735998
28,0.838064383
29,0.463340571
30,0.64660001
31,0.02864515
32,0.113955707
33,0.790491985
34,0.496141397
35,0.02342486
36,0.105618427
37,0.117361369
38,0.682579996
39,0.938484554
40,0.532609127
41,0.319477766
42,0.21494584
43,0.567270538
44,0.766330004
45,0.707631887
46,0.99233785
47,0.531697064
48,0.032240268
49,0.006120114
50,0.044725292
51,0.918156008
52,0.055545578
53,0.568720188
54,0.111627455
55,0.629420175
56,0.504756225
57,0.712486079
58,0.623291366
59,0.688946088
60,0.701212812
61,0.381752281
62,0.447881755
63,0.769013213
64,0.339129187
65,0.095193896
66,0.107290687
67,0.169625926
68,0.546720468
69,0.713295607
70,0.218939389
71,0.55214393
72,0.161772859
73,0.686013569
74,0.957373587
75,0.784294719
76,0.4885878
77,0.217890507
78,0.394130911
79,0.608512343
80,0.02555859
81,0.200799196
82,0.084979207
83,0.01487693
84,0.850090875
85,0.885838025
86,0.661917047
87,0.708639971
88,0.036556438
89,0.440290753
90,0.000233707
91,0.53258057
92,0.11038652
93,0.190179869
94,0.460407875
95,0.635149892
96,0.495002455
97,0.304071879
98,0.291574944
99,0.241947664
100,0.337485994
101,0.960397629
102,0.26458006
103,0.333281988
104,0.339852362
105,0.222304479
106,0.421563512
107,0.366454552
108,0.891327366
109,0.782427746
110,0.006331516
111,0.686480244
112,0.290569093
113,0.378773048
114,0.838471946
115,0.85487172
116,0.430910008
117,0.862686785
118,0.923014689
119,0.852142732
120,0.042807119
121,0.745971535
122,0.589366559
123,0.269505805
124,0.413697506
125,0.792079862
126,0.407731666
127,0.54700653
128,0.64870369
129,0.865739711
130,0.60674783
131,0.54392235
132,0.194431445
133,0.050784081
134,0.675284476
135,0.351812063
136,0.686264785
137,0.166292053
138,0.107425556
139,0.065346361
140,0.781759019
141,0.671085348
142,0.521840026
143,0.008391558
144,0.264304745
145,0.769524369
146,0.096384987
147,0.590782562
148,0.599691073
149,0.076987388
150,0.982727037
151,0.698394497
152,0.786485035
153,0.860893974
154,0.036325359
155,0.152484889
156,0.195162305
157,0.753583804
158,0.001311236
159,0.068610817
160,0.799903051
161,0.812832605
162,0.130345312
163,0.896164898
164,0.329252846
165,0.063965262
166,0.172967878
167,0.957948101
168,0.839889036
169,0.638143232
170,0.429770566
171,0.44912317
172,0.418865584
173,0.956696054
174,0.796299372
175,0.357820896
176,0.358169106
177,0.366330551
178,0.479741809
179,0.80599535
180,0.446695006
181,0.148058285
182,0.730449485
183,0.966645464
184,0.934526599
185,0.871377898
186,0.088722489
187,0.380486728
188,0.599707629
189,0.05258412
190,0.13241308
191,0.281616992
192,0.036140127
193,0.964499106
194,0.176408367
195,0.829296851
196,0.155644685
197,0.783129714
198,0.450737172
199,0.354091137
200,0.654357969
201,0.092469867
202,0.86354396
203,0.645980808
204,0.103205929
205,0.781116511
206,0.386784865
207,0.274110001
208,0.314407995
209,0.28833735
210,0.322798084
211,0.970049125
212,0.858185998
213,0.446327303
214,0.116863115
215,0.247320005
216,0.04985836
217,0.485599952
218,0.086575833
219,0.857619942
220,0.307393931
221,0.210648526
222,0.059029299
223,0.017716041
224,0.68149805
225,0.985410519
226,0.762204859
227,0.939216166
228,0.188333858
229,0.258941441
230,0.958561333
231,0.474519703
232,0.327913222
233,0.045247638
234,0.893478987
235,0.912297399
236,0.403826432
237,0.894439927
238,0.089740413
239,0.335185763
240,0.572268184
241,0.27209368
242,0.515765493
243,0.134472412
244,0.174584251
245,0.218879876
246,0.218778676
247,0.786697774
248,0.00658986
249,0.027117354
250,0.870231178
251,0.64936662
252,0.707481159
253,0.510508167
254,0.281707456
255,0.814211345
256,0.763393585
257,0.555628031
258,0.455899096
259,0.275612963
260,0.34851838
261,0.991626339
262,0.387238275
263,0.217542641
264,0.202206374
265,0.493308319
266,0.612033514
267,0.327654541
268,0.864097225
269,0.740778862
270,0.607752002
271,0.620899111
272,0.04434239
273,0.40316133
274,0.950762883
275,0.732851722
276,0.78344978
277,0.41853926
278,0.652001606
279,0.612971594
280,0.770159801
281,0.717356874
282,0.586759535
283,0.562189647
284,0.703766768
285,0.26497635
286,0.119439939
287,0.58737649
288,0.825686913
289,0.757282917
290,0.919952047
291,0.894686497
292,0.396400987
293,0.296190375
294,0.401232954
295,0.797905003
296,0.687992652
297,0.740551881
298,0.358552761
299,0.261060847
300,0.491499782
301,0.052527427
302,0.126789301
303,0.690766946
304,0.831704277
305,0.371873764
306,0.131599399
307,0.269449435
308,0.767732035
309,0.115080294
310,0.083805641
311,0.006969584
312,0.285994427
313,0.581375184
314,0.317943254
315,0.736441633
316,0.781144516
317,0.870535563
318,0.617371645
319,0.808571054
320,0.884837646
321,0.93899428
322,0.308543227
323,0.6342225
324,0.832166624
325,0.726989914
326,0.355147934
327,0.536998781
328,0.631937553
329,0.956500552
330,0.066511421
331,0.791993698
332,0.221757413
333,0.012760129
334,0.948073283
335,0.404160976
336,0.798586257
337,0.148080122
338,0.074913695
339,0.397370963
340,0.49312731
341,0.701630082
342,0.053330503
343,0.857362019
344,0.337558705
345,0.858293762
346,0.659418957
347,0.982233144
348,0.197697419
349,0.101295929
350,0.125267629
351,0.625096809
352,0.145762357
353,0.034554117
354,0.625373043
355,0.596434938
356,0.247108253
357,0.200797241
358,0.120625623
359,0.231796172
360,0.203170173
361,0.355828937
362,0.505991109
363,0.452325798
364,0.830407202
365,0.238982719
366,0.657401533
367,0.87356087
368,0.890460483
369,0.914123002
370,0.112416638
371,0.868558704
372,0.137837134
373,0.546664007
374,0.509208001
375,0.400621127
376,0.41106932
377,0.658093339
378,0.373162279
379,0.525605728
380,0.609594768
381,0.888280662
382,0.407726199
383,0.331661718
384,0.379879305
385,0.671095
386,0.202927367
387,0.336903233
388,0.408791456
389,0.301785244
390,0.700929704
391,0.647234069
392,0.758218468
393,0.58257107
394,0.311134893
395,0.005158218
396,0.874249964
397,0.84730104
398,0.468676298
399,0.778358584
400,0.6492773
401,0.161010285
402,0.868924936
403,0.129869081
404,0.391291875
405,0.44308147
406,0.41288232
407,0.342783547
408,0.931545529
409,0.585258031
410,0.161161625
411,0.514473795
412,0.528464811
413,0.014100238
414,0.030446939
415,0.364703579
416,0.828533445
417,0.627463187
418,0.626728471
419,0.194982566
420,0.006908572
421,0.171855847
422,0.009415784
423,0.961506974
424,0.337582128
425,0.519515961
426,0.563647598
427,0.221038683
428,0.633906044
429,0.377557266
430,0.096967658
431,0.668503877
432,0.044166624
433,0.240103552
434,0.974277997
435,0.481259132
436,0.728528758
437,0.883088006
438,0.600540485
439,0.523767715
440,0.281835867
441,0.872663009
442,0.386953239
443,0.33801668
444,0.819561064
445,0.233789388
446,0.368642
447,0.721038187
448,0.046924843
449,0.876656196
450,0.525809463
451,0.846636265
452,0.784107668
453,0.934850767
454,0.801979973
455,0.933878022
456,0.031417274
457,0.071081058
458,0.931140006
459,0.316154626
460,0.414738295
461,0.41545934
462,0.248708757
463,0.248070399
464,0.223972831
465,0.759861663
466,0.437642417
467,0.810712768
468,0.32673475
469,0.772037324
470,0.953843576
471,0.158990974
472,0.800272718
473,0.806951936
474,0.219192444
475,0.348360108
476,0.116952799
477,0.071467553
478,0.4035191
479,0.610376945
480,0.580813978
481,0.493223184
482,0.70614023
483,0.521515192
484,0.539950495
485,0.04313989
486,0.282083269
487,0.73384891
488,0.196192359
489,0.800656149
490,0.675747727
491,0.351575611
492,0.772727554
493,0.494255963
494,0.478646428
495,0.159169849
496,0.804171429
497,0.330203713
498,0.199885053
499,0.256059743
500,0.093706878
501,0.375906225
502,0.954584982
503,0.678564873
504,0.571474422
505,0.485176949
506,0.53919304
507,0.751191494
508,0.210671702
509,0.686302465
510,0.905970188
511,0.255605526
512,0.358194863
513,0.647216915
514,0.693242014
515,0.892593983
516,0.334361335
517,0.173290011
518,0.630291593
519,0.325068691
520,0.623865127
521,0.521600108
522,0.933887484
523,0.164968965
524,0.252487298
525,0.439010743
526,0.14327047
527,0.272629749
528,0.747123806
529,0.664551097
530,0.301766121
531,0.330994731
532,0.469157467
533,0.501620007
534,0.264070039
535,0.272199092
536,0.918230498
537,0.459526692
538,0.191402886
539,0.182236818
540,0.585180274
541,0.4805409
542,0.56851222
543,0.832011713
544,0.476812409
545,0.810428829
546,0.827116639
547,0.306167111
548,0.413530827
549,0.358616666
550,0.952755619
551,0.764758014
552,0.853940862
553,0.289009331
554,0.202894515
555,0.145004005
556,0.263899219
557,0.708116673
558,0.065989496
559,0.000312921
560,0.251172204
561,0.365354401
562,0.261152021
563,0.762531509
564,0.252799809
565,0.689377719
566,0.45039549
567,0.054476091
568,0.819214419
569,0.108578432
570,0.770579441
571,0.707336007
572,0.615792114
573,0.432446869
574,0.171011579
575,0.241380289
576,0.612281035
577,0.030501432
578,0.453534605
579,0.925580638
580,0.728558323
581,0.615131875
582,0.894359844
583,0.678399473
584,0.714337052
585,0.295140044
586,0.895843609
587,0.328138408
588,0.610811417
589,0.457051824
590,0.729789097
591,0.97409971
592,0.043564933
593,0.989508393
594,0.12327813
595,0.6844904
596,0.389607518
597,0.003313462
598,0.909676444
599,0.661492958
600,0.468432617
601,0.018794412
602,0.326183993
603,0.641303091
604,0.265554035
605,0.839810095
606,0.710809052
607,0.548974063
608,0.986039738
609,0.249427356
610,0.51226005
611,0.646370916
612,0.806757524
613,0.260798918
614,0.291309745
615,0.228355122
616,0.818134131
617,0.570423907
618,0.106593029
619,0.301136918
620,0.604532605
621,0.373184155
622,0.658901922
623,0.840506175
624,0.67319504
625,0.146960704
626,0.339854609
627,0.114209413
628,0.948280598
629,0.385798342
630,0.140532315
631,0.227419909
632,0.643175668
633,0.521977143
634,0.278422773
635,0.589710102
636,0.860162614
637,0.203641573
638,0.181264582
639,0.917046848
640,0.417110847
641,0.961552095
642,0.728822952
643,0.388043042
644,0.789119433
645,0.027235597
646,0.69481616
647,0.668355417
648,0.374695658
649,0.982540305
650,0.432627872
651,0.878040309
652,0.751150152
653,0.092604556
654,0.284158998
655,0.076675851
656,0.429141081
657,0.580527475
658,0.612981294
659,0.37072232
660,0.448442838
661,0.82090955
662,0.516422951
663,0.410235055
664,0.021887693
665,0.580855466
666,0.043997825
667,0.327006222
668,0.838570677
669,0.312960301
670,0.925265935
671,0.96645643
672,0.156625593
673,0.386390887
674,0.179418118
675,0.953421536
676,0.799593791
677,0.690255539
678,0.645936643
679,0.006563153
680,0.625338781
681,0.488520704
682,0.423883508
683,0.979956138
684,0.577252288
685,0.971195211
686,0.012703006
687,0.744293024
688,0.892815846
689,0.814309438
690,0.19796582
691,0.408545995
692,0.436574728
693,0.060658079
694,0.680702451
695,0.250249542
696,0.92836783
697,0.583444052
698,0.061334441
699,0.054920766
700,0.341174199
701,0.198231003
702,0.642869805
703,0.087589794
704,0.231569054
705,0.985168006
706,0.463674585
707,0.504880056
708,0.292263812
709,0.2546949
710,0.406463062
711,0.764401617
712,0.256875691
713,0.744907306
714,0.72631912
715,0.08627543
716,0.929381148
717,0.019512054
718,0.507331327
719,0.356404419
720,0.296000448
721,0.389902999
722,0.282353043
723,0.850092502
724,0.577930207
725,0.642748927
726,0.594546916
727,0.815737327
728,0.989993343
729,0.185319985
730,0.413844234
731,0.156087862
732,0.467342903
733,0.901224487
734,0.694634055
735,0.322360767
736,0.515591943
737,0.287422654
738,0.230822883
739,0.966190384
740,0.207766552
741,0.205205558
742,0.789016952
743,0.999047341
744,0.715677564
745,0.53913417
746,0.61187039
747,0.13959878
748,0.117943499
749,0.510140762
750,0.522113547
751,0.084805375
752,0.757940704
753,0.492541901
754,0.997038134
755,0.957631359
756,0.284793249
757,0.295708823
758,0.630767719
759,0.049006419
760,0.91088818
761,0.506327116
762,0.280444488
763,0.122803544
764,0.678461831
765,0.47715497
766,0.355158521
767,0.744004793
768,0.719278688
769,0.43010061
770,0.925980753
771,0.733387059
772,0.668801442
773,0.396079716
774,0.827648102
775,0.644207567
776,0.492191297
777,0.465919521
778,0.182685882
779,0.574642874
780,0.317049417
781,0.747763708
782,0.826013187
783,0.846093213
784,0.283015578
785,0.976224192
786,0.265828649
787,0.030921041
788,0.003373251
789,0.953190419
790,0.424632671
791,0.97716454
792,0.927048823
793,0.657232932
794,0.175377969
795,0.558391506
796,0.680606073
797,0.163365269
798,0.218872874
799,0.393529082
800,0.966824828
801,0.356924502
802,0.407748494
803,0.979642139
804,0.882698778
805,0.182422538
806,0.519376548
807,0.824376126
808,0.960153789
809,0.627242776
810,0.657107281
811,0.000929961
812,0.850119495
813,0.035431637
814,0.415342633
815,0.104404717
816,0.209245577
817,0.330830119
818,0.519130295
819,0.020229668
820,0.60540593
821,0.995561768
822,0.018094673
823,0.565657333
824,0.756291391
825,0.832788084
826,0.327896833
827,0.394134616
828,0.839977547
829,0.838278033
830,0.858270809
831,0.705840646
832,0.731583187
833,0.616834777
834,0.890637165
835,0.673439377
836,0.707511001
837,0.497478381
838,0.338050224
839,0.417602036
840,0.950089781
841,0.074785523
842,0.16968318
843,0.177323083
844,0.445220576
845,0.488984789
846,0.057999165
847,0.059333424
848,0.88978428
849,0.124704356
850,0.858134204
851,0.294507214
852,0.380838236
853,0.128318405
854,0.194696049
855,0.59405169
856,0.943482558
857,0.980270562
858,0.739410943
859,0.738856917
860,0.830528609
861,0.244505595
862,0.264548949
863,0.702797545
864,0.567559011
865,0.57958834
866,0.129005526
867,0.806961791
868,0.750876042
869,0.557724395
870,0.112426872
871,0.95061644
872,0.762144065
873,0.511989382
874,0.338223859
875,0.752677825
876,0.20048183
877,0.139405742
878,0.848026032
879,0.334052793
880,0.584718748
881,0.498594114
882,0.500684216
883,0.427178633
884,0.191150764
885,0.053030731
886,0.819040772
887,0.755851097
888,0.277191726
889,0.014121363
890,0.508621714
891,0.64918903
892,0.899926645
893,0.042641379
894,0.22904842
895,0.040817165
896,0.706125649
897,0.9371213
898,0.250291006
899,0.548205108
900,0.031933281
901,0.71679867
902,0.524216978
903,0.258438148
904,0.430035594
905,0.477741906
906,0.403552983
907,0.677499876
908,0.204989381
909,0.44961668
910,0.661051389
911,0.756028574
912,0.99192332
913,0.560113823
914,0.856704244
915,0.270909596
916,0.452892235
917,0.866765213
918,0.871908287
919,0.092037327
920,0.757336491
921,0.65218791
922,0.053886102
923,0.949412755
924,0.310580017
925,0.260639846
926,0.363213632
927,0.617915351
928,0.24325745
929,0.235232051
930,0.429643773
931,0.834768349
932,0.780380391
933,0.719368166
934,0.698554686
935,0.543714082
936,0.147295482
937,0.282833864
938,0.662685734
939,0.836650306
940,0.983743683
941,0.051073306
942,0.718794625
943,0.903843131
944,0.741182671
945,0.618523947
946,0.302255595
947,0.831388851
948,0.305060181
949,0.759099107
950,0.077750099
951,0.371481532
952,0.9136424
953,0.429079393
954,0.468831891
955,0.415635489
956,0.105718771
957,0.603067501
958,0.41092384
959,0.892658063
960,0.798681215
961,0.780588311
962,0.17926758
963,0.512438576
964,0.184792798
965,0.447863528
966,0.893001725
967,0.018542688
968,0.872908594
969,0.790697158
970,0.943376543
971,0.895248016
972,0.637143022
973,0.399449742
974,0.916374892
975,0.186075362
976,0.327591019
977,0.613371354
978,0.563279464
979,0.039169703
980,0.50726069
981,0.722522348
982,0.910335052
983,0.349553022
984,0.16939794
985,0.85895997
986,0.285602872
987,0.281084987
988,0.734718355
989,0.029543329
990,0.880078252
991,0.645743908
992,0.59036323
993,0.293700679
994,0.508452402
995,0.728015487
996,0.266778431
997,0.512483398
998,0.367740211
999,0.9603636
1000,0.311223759
